actor,show_name
Talia Shire,The Godfather Part III
Talia Shire,Rocky V
Talia Shire,'The Godfather' Family: A Look Inside
Talia Shire,New York Stories
Talia Shire,Rip Van Winkle
Talia Shire,Blood Vows: The Story of a Mafia Wife
Talia Shire,Hyper Sapien: People from Another Star
Talia Shire,Rad
Talia Shire,Rocky IV
Talia Shire,Reel Horror
Talia Shire,Faerie Tale Theatre
Talia Shire,Rocky III
Talia Shire,Prophecy
Talia Shire,Windows
Talia Shire,Rocky II
Talia Shire,Old Boyfriends
Talia Shire,"Daddy, I Don't Like It Like This"
Talia Shire,Mario Puzo's The Godfather: The Complete Novel for Television
Talia Shire,Kill Me If You Can
Talia Shire,Rocky
Talia Shire,Foster & Laurie
Talia Shire,Doctors' Hospital
Talia Shire,The Godfather Part II
Talia Shire,Maxie
Talia Shire,The Outside Man
Talia Shire,The Godfather
Talia Shire,The Christian Licorice Store
Talia Shire,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.
Talia Shire,The Dunwich Horror
Talia Shire,The Wild Racers
John Cazale,Becoming Al Pacino
John Cazale,I Knew It Was You: Rediscovering John Cazale
John Cazale,The Godfather Trilogy: 1901-1980
John Cazale,'The Godfather' Family: A Look Inside
John Cazale,The Deer Hunter
John Cazale,Mario Puzo's The Godfather: The Complete Novel for Television
John Cazale,Dog Day Afternoon
John Cazale,The Godfather Part II
John Cazale,The Conversation
John Cazale,The Godfather
John Cazale,N.Y.P.D.
John Cazale,The American Way
Robert De Niro,Zero Day
Robert De Niro,Nada
Robert De Niro,Killers of the Flower Moon
Robert De Niro,Tin Soldier
Robert De Niro,You Talkin' to Me?
Robert De Niro,Inappropriate Behaviour
Robert De Niro,The Formula
Robert De Niro,Wise Guys
Robert De Niro,Time In Space
Robert De Niro,After Exile
Robert De Niro,About My Father
Robert De Niro,Savage Salvation
Robert De Niro,Sergio Leone: The Italian Who Invented America
Robert De Niro,Amsterdam
Robert De Niro,The Past Goes Fast
Robert De Niro,Becoming Al Pacino
Robert De Niro,Mr. Saturday Night
Robert De Niro,Val
Robert De Niro,Charles Bronson: The Spirit of Masculinity
Robert De Niro,Making 'The Irishman'
Robert De Niro,The Comeback Trail
Robert De Niro,Father of the Bride Part 3 (ish)
Robert De Niro,The War with Grandpa
Robert De Niro,A Shot In The Dark
Robert De Niro,Some Good News
Robert De Niro,The Collaboration Of A Lifetime: Scorsese’s Epic The Irishman
Robert De Niro,The Irishman: In Conversation
Robert De Niro,The Irishman
Robert De Niro,QT8: The First Eight
Robert De Niro,Joker
Robert De Niro,Comedy Central Roast of Alec Baldwin
Robert De Niro,I Am Durán
Robert De Niro,Breslin and Hamill: Deadline Artists
Robert De Niro,Alec Baldwin: One Night Only
Robert De Niro,The Words That Built America
Robert De Niro,The Wizard of Lies
Robert De Niro,Jim Norton: Mouthful of Shame
Robert De Niro,Tony Bennett Celebrates 90
Robert De Niro,The Comedian
Robert De Niro,National Museum of African American History and Culture Grand Opening Ceremony
Robert De Niro,Hands of Stone
Robert De Niro,Full Frontal with Samantha Bee
Robert De Niro,Dirty Grandpa
Robert De Niro,Joy
Robert De Niro,Heist
Robert De Niro,Peggy Guggenheim: Art Addict
Robert De Niro,Ellis
Robert De Niro,The Audition
Robert De Niro,The Intern
Robert De Niro,The Late Show with Stephen Colbert
Robert De Niro,Close Up with The Hollywood Reporter
Robert De Niro,Scorsese's Goodfellas
Robert De Niro,The Man Who Saved the World
Robert De Niro,"Remembering the Artist: Robert De Niro, Sr."
Robert De Niro,Don Rickles: One Night Only
Robert De Niro,The Bag Man
Robert De Niro,The Tonight Show Starring Jimmy Fallon
Robert De Niro,Grudge Match
Robert De Niro,American Hustle
Robert De Niro,David Blaine: Real or Magic
Robert De Niro,Last Vegas
Robert De Niro,The Family
Robert De Niro,Trespassing Bergman
Robert De Niro,Killing Season
Robert De Niro,The Big Wedding
Robert De Niro,Miracle Rising: South Africa
Robert De Niro,Silver Linings Playbook
Robert De Niro,Casting By
Robert De Niro,Bergmans video
Robert De Niro,Freelancers
Robert De Niro,Red Lights
Robert De Niro,Being Flynn
Robert De Niro,Corman's World
Robert De Niro,New Year's Eve
Robert De Niro,Killer Elite
Robert De Niro,9/11: 10 Years Later
Robert De Niro,Limitless
Robert De Niro,Ages of Love
Robert De Niro,Behind Bars: The Making of Stone
Robert De Niro,Little Fockers
Robert De Niro,Stone
Robert De Niro,Machete
Robert De Niro,Everybody's Fine
Robert De Niro,The Cleveland Show
Robert De Niro,Late Night with Jimmy Fallon
Robert De Niro,I Knew It Was You: Rediscovering John Cazale
Robert De Niro,What Just Happened
Robert De Niro,Righteous Kill
Robert De Niro,Mr. Warmth: The Don Rickles Project
Robert De Niro,Stardust
Robert De Niro,Le Cirque: A Table in Heaven
Robert De Niro,"Killers Kill, Dead Men Die"
Robert De Niro,The Graham Norton Show
Robert De Niro,Arthur and the Invisibles
Robert De Niro,The Good Shepherd
Robert De Niro,Tony Bennett: An American Classic
Robert De Niro,30 Rock
Robert De Niro,The Reichen Show
Robert De Niro,Extras
Robert De Niro,The Making of 'Heat'
Robert De Niro,Pacino and De Niro: The Conversation
Robert De Niro,Club Oscar
Robert De Niro,Hide and Seek
Robert De Niro,Meet the Fockers
Robert De Niro,Shark Tale
Robert De Niro,Fahrenheit 9/11
Robert De Niro,Godsend
Robert De Niro,The Bridge of San Luis Rey
Robert De Niro,Cop Land: The Making of an Urban Western
Robert De Niro,Analyze That
Robert De Niro,City by the Sea
Robert De Niro,Jackie Brown: How It Went Down
Robert De Niro,Showtime
Robert De Niro,The Concert for New York City
Robert De Niro,America: A Tribute to Heroes
Robert De Niro,The Making of 'Cape Fear'
Robert De Niro,The Score
Robert De Niro,15 Minutes
Robert De Niro,Meet the Parents
Robert De Niro,Men of Honor
Robert De Niro,The Adventures of Rocky & Bullwinkle
Robert De Niro,Flawless
Robert De Niro,Making 'Taxi Driver'
Robert De Niro,Analyze This
Robert De Niro,Lenny Bruce: Swear to Tell the Truth
Robert De Niro,Ronin
Robert De Niro,Great Expectations
Robert De Niro,Wag the Dog
Robert De Niro,Cop Land
Robert De Niro,The View
Robert De Niro,Leute heute
Robert De Niro,Jackie Brown
Robert De Niro,Marvin's Room
Robert De Niro,Sleepers
Robert De Niro,The Fan
Robert De Niro,The Daily Show with Trevor Noah
Robert De Niro,Heat
Robert De Niro,Casino
Robert De Niro,One Hundred and One Nights
Robert De Niro,Ennio Morricone
Robert De Niro,Mary Shelley's Frankenstein
Robert De Niro,It's Alive: The True Story of Frankenstein
Robert De Niro,Inside the Actors Studio
Robert De Niro,A Bronx Tale
Robert De Niro,This Boy's Life
Robert De Niro,Mad Dog and Glory
Robert De Niro,Night and the City
Robert De Niro,Mistress
Robert De Niro,The Tonight Show with Jay Leno
Robert De Niro,Cape Fear
Robert De Niro,Backdraft
Robert De Niro,Guilty by Suspicion
Robert De Niro,Awakenings
Robert De Niro,GoodFellas
Robert De Niro,Hollywood Mavericks
Robert De Niro,'The Godfather' Family: A Look Inside
Robert De Niro,Martin Scorsese Directs
Robert De Niro,Stanley & Iris
Robert De Niro,We're No Angels
Robert De Niro,Jacknife
Robert De Niro,LIVE with Kelly and Ryan
Robert De Niro,Midnight Run
Robert De Niro,Dear America: Letters Home from Vietnam
Robert De Niro,The Untouchables
Robert De Niro,Angel Heart
Robert De Niro,The Mission
Robert De Niro,Night of 100 Stars II
Robert De Niro,Brazil
Robert De Niro,Falling in Love
Robert De Niro,Once Upon a Time in America
Robert De Niro,The King of Comedy
Robert De Niro,Elia Kazan: An Outsider
Robert De Niro,Night of 100 Stars
Robert De Niro,True Confessions
Robert De Niro,Raging Bull
Robert De Niro,The Swap
Robert De Niro,Movies Are My Life: A Profile on Martin Scorsese
Robert De Niro,The Deer Hunter
Robert De Niro,Mario Puzo's The Godfather: The Complete Novel for Television
Robert De Niro,"New York, New York"
Robert De Niro,Auf los geht's los
Robert De Niro,The Last Tycoon
Robert De Niro,1900
Robert De Niro,The Cinema According to Bertolucci
Robert De Niro,Taxi Driver
Robert De Niro,Saturday Night Live
Robert De Niro,Abicinema
Robert De Niro,The Godfather Part II
Robert De Niro,Mean Streets
Robert De Niro,Bang the Drum Slowly
Robert De Niro,The Gang That Couldn't Shoot Straight
Robert De Niro,Born to Win
Robert De Niro,Jennifer on My Mind
Robert De Niro,"Hi, Mom!"
Robert De Niro,Bloody Mama
Robert De Niro,The Wedding Party
Robert De Niro,Sam's Song
Robert De Niro,Greetings
Robert De Niro,Young Wolves
Robert De Niro,Goldene Kamera Verleihung
Robert De Niro,Three Rooms in Manhattan
Robert De Niro,The Oscars
Diane Keaton,The Making Of
Diane Keaton,A Childhood History Plan
Diane Keaton,Book Club: The Next Chapter
Diane Keaton,Maybe I Do
Diane Keaton,Mack & Rita
Diane Keaton,Becoming Al Pacino
Diane Keaton,"Love, Weddings & Other Disasters"
Diane Keaton,Father of the Bride Part 3 (ish)
Diane Keaton,Green Eggs and Ham
Diane Keaton,Poms
Diane Keaton,Book Club
Diane Keaton,Hampstead
Diane Keaton,The Young Pope
Diane Keaton,Finding Dory
Diane Keaton,Love the Coopers
Diane Keaton,5 Flights Up
Diane Keaton,And So It Goes
Diane Keaton,The Tonight Show Starring Jimmy Fallon
Diane Keaton,The Big Wedding
Diane Keaton,Colorshop Volume One
Diane Keaton,Darling Companion
Diane Keaton,Woody Allen: A Documentary
Diane Keaton,Morning Glory
Diane Keaton,Unforgettable
Diane Keaton,Smother
Diane Keaton,Mad Money
Diane Keaton,Mama's Boy
Diane Keaton,The Graham Norton Show
Diane Keaton,Because I Said So
Diane Keaton,"Surrender, Dorothy"
Diane Keaton,The Family Stone
Diane Keaton,The Reichen Show
Diane Keaton,The Colbert Report
Diane Keaton,Something's Gotta Give
Diane Keaton,On Thin Ice
Diane Keaton,The Ellen DeGeneres Show
Diane Keaton,Crossed Over
Diane Keaton,Sister Mary Explains It All
Diane Keaton,Town & Country
Diane Keaton,Plan B
Diane Keaton,Hanging Up
Diane Keaton,The Early Show
Diane Keaton,The Other Sister
Diane Keaton,Northern Lights
Diane Keaton,The Wonderful World of Disney
Diane Keaton,The View
Diane Keaton,The Only Thrill
Diane Keaton,Marvin's Room
Diane Keaton,The First Wives Club
Diane Keaton,The Daily Show with Trevor Noah
Diane Keaton,Father of the Bride Part II
Diane Keaton,Amelia Earhart: The Final Flight
Diane Keaton,Look Who's Talking Now!
Diane Keaton,Manhattan Murder Mystery
Diane Keaton,The Godfather Trilogy: 1901-1980
Diane Keaton,Running Mates
Diane Keaton,The Tonight Show with Jay Leno
Diane Keaton,Father of the Bride
Diane Keaton,The Godfather Part III
Diane Keaton,'The Godfather' Family: A Look Inside
Diane Keaton,The Lemon Sisters
Diane Keaton,The Good Mother
Diane Keaton,Baby Boom
Diane Keaton,Radio Days
Diane Keaton,Crimes of the Heart
Diane Keaton,Mrs. Soffel
Diane Keaton,The Little Drummer Girl
Diane Keaton,Night of 100 Stars
Diane Keaton,Shoot the Moon
Diane Keaton,Reds
Diane Keaton,The Wizard of Malta
Diane Keaton,Manhattan
Diane Keaton,Interiors
Diane Keaton,Mario Puzo's The Godfather: The Complete Novel for Television
Diane Keaton,Looking for Mr. Goodbar
Diane Keaton,Annie Hall
Diane Keaton,Harry and Walter Go to New York
Diane Keaton,"I Will, I Will...For Now"
Diane Keaton,Love and Death
Diane Keaton,The Godfather Part II
Diane Keaton,Sleeper
Diane Keaton,"Play It Again, Sam"
Diane Keaton,The Godfather
Diane Keaton,Men of Crisis: The Harvey Wallinger Story
Diane Keaton,Night Gallery
Diane Keaton,Lovers and Other Strangers
Diane Keaton,Mannix
Diane Keaton,Goldene Kamera Verleihung
Diane Keaton,The F.B.I.
Diane Keaton,The Oscars
Robert Duvall,The Ploughmen
Robert Duvall,The Pale Blue Eye
Robert Duvall,Hustle
Robert Duvall,12 Mighty Orphans
Robert Duvall,The Golden Hour: Making of Days of Thunder
Robert Duvall,The Gift: The Journey of Johnny Cash
Robert Duvall,Widows
Robert Duvall,The Words That Built America
Robert Duvall,In Dubious Battle
Robert Duvall,The Late Show with Stephen Colbert
Robert Duvall,Wild Horses
Robert Duvall,The Judge
Robert Duvall,Marlon Brando: An Actor Named Desire
Robert Duvall,Late Night with Seth Meyers
Robert Duvall,The Tonight Show Starring Jimmy Fallon
Robert Duvall,And the Oscar Goes To...
Robert Duvall,A Night in Old Mexico
Robert Duvall,Jayne Mansfield's Car
Robert Duvall,Jack Reacher: When the Man Comes Around
Robert Duvall,Jack Reacher
Robert Duvall,Casting By
Robert Duvall,Hemingway & Gellhorn
Robert Duvall,Seven Days in Utopia
Robert Duvall,Lt. Dan Band: For the Common Good
Robert Duvall,Jeff Bridges: The Dude Abides
Robert Duvall,14 Actors Acting
Robert Duvall,Merle Haggard: Learning to Live With Myself
Robert Duvall,Crazy Heart
Robert Duvall,The Road
Robert Duvall,Get Low
Robert Duvall,Four Christmases
Robert Duvall,We Own the Night
Robert Duvall,Brando
Robert Duvall,Lucky You
Robert Duvall,The Graham Norton Show
Robert Duvall,Operation Homecoming: Writing the Wartime Experience
Robert Duvall,Broken Trail
Robert Duvall,Broken Trail: The Making of a Legendary Western
Robert Duvall,Thank You for Smoking
Robert Duvall,Mr. Thornton Goes to Hollywood
Robert Duvall,American Experience: The Carter Family - Will the Circle Be Unbroken
Robert Duvall,Kicking & Screaming
Robert Duvall,A Legacy of Filmmakers: The Early Years of American Zoetrope
Robert Duvall,Artifact from the Future: The Making of 'THX 1138'
Robert Duvall,Secondhand Lions
Robert Duvall,Open Range
Robert Duvall,Assassination Tango
Robert Duvall,Gods and Generals
Robert Duvall,John Q
Robert Duvall,The 6th Day
Robert Duvall,Gone in Sixty Seconds
Robert Duvall,A Shot at Glory
Robert Duvall,A Civil Action
Robert Duvall,Deep Impact
Robert Duvall,The Gingerbread Man
Robert Duvall,Fearful Symmetry
Robert Duvall,The Apostle
Robert Duvall,The Man Who Captured Eichmann
Robert Duvall,Sling Blade
Robert Duvall,The Daily Show with Trevor Noah
Robert Duvall,Phenomenon
Robert Duvall,A Family Thing
Robert Duvall,The Scarlet Letter
Robert Duvall,The Stars Fell on Henrietta
Robert Duvall,Something to Talk About
Robert Duvall,The Paper
Robert Duvall,Wrestling Ernest Hemingway
Robert Duvall,Geronimo: An American Legend
Robert Duvall,Late Night with Conan O'Brien
Robert Duvall,Falling Down
Robert Duvall,Stalin
Robert Duvall,The Godfather Trilogy: 1901-1980
Robert Duvall,The Plague
Robert Duvall,Newsies
Robert Duvall,Hearts of Darkness: A Filmmaker's Apocalypse
Robert Duvall,Rambling Rose
Robert Duvall,Convicts
Robert Duvall,Sanford Meisner: The American Theatre's Best Kept Secret
Robert Duvall,'The Godfather' Family: A Look Inside
Robert Duvall,Days of Thunder
Robert Duvall,A Show of Force
Robert Duvall,The Handmaid's Tale
Robert Duvall,Lonesome Dove
Robert Duvall,American Experience
Robert Duvall,Tango: Our Dance
Robert Duvall,Colors
Robert Duvall,Hotel Colonial
Robert Duvall,Let's Get Harry
Robert Duvall,Belizaire the Cajun
Robert Duvall,The Lightship
Robert Duvall,The Natural
Robert Duvall,The Stone Boy
Robert Duvall,The Terry Fox Story
Robert Duvall,Tender Mercies
Robert Duvall,Aliens From Another Planet
Robert Duvall,The Pursuit of D.B. Cooper
Robert Duvall,True Confessions
Robert Duvall,The Great Santini
Robert Duvall,Apocalypse Now
Robert Duvall,Ike
Robert Duvall,Ike
Robert Duvall,CBS News Sunday Morning
Robert Duvall,Invasion of the Body Snatchers
Robert Duvall,The Betsy
Robert Duvall,Mario Puzo's The Godfather: The Complete Novel for Television
Robert Duvall,The Greatest
Robert Duvall,The Eagle Has Landed
Robert Duvall,Network
Robert Duvall,The Seven-Per-Cent Solution
Robert Duvall,The Killer Elite
Robert Duvall,Breakout
Robert Duvall,The Godfather Part II
Robert Duvall,The Conversation
Robert Duvall,The Outfit
Robert Duvall,Badge 373
Robert Duvall,Lady Ice
Robert Duvall,Joe Kidd
Robert Duvall,The Great Northfield Minnesota Raid
Robert Duvall,Tomorrow
Robert Duvall,The Godfather
Robert Duvall,Lawman
Robert Duvall,THX 1138
Robert Duvall,Bald: The Making of 'THX 1138'
Robert Duvall,The Revolutionary
Robert Duvall,M*A*S*H
Robert Duvall,The Rain People
Robert Duvall,True Grit
Robert Duvall,Filmmaker
Robert Duvall,Bullitt
Robert Duvall,The Mod Squad
Robert Duvall,The Detective
Robert Duvall,Judd for the Defense
Robert Duvall,Cimarron Strip
Robert Duvall,Countdown
Robert Duvall,CBS Playhouse
Robert Duvall,Fame Is the Name of the Game
Robert Duvall,Felony Squad
Robert Duvall,Shane
Robert Duvall,The Time Tunnel
Robert Duvall,Hawk
Robert Duvall,The Chase
Robert Duvall,The F.B.I.
Robert Duvall,The Wild Wild West
Robert Duvall,Run for Your Life
Robert Duvall,Nightmare in the Sun
Robert Duvall,Voyage to the Bottom of the Sea
Robert Duvall,"Captain Newman, M.D."
Robert Duvall,Kraft Suspense Theatre
Robert Duvall,Bob Hope Presents the Chrysler Theatre
Robert Duvall,The Fugitive
Robert Duvall,The Outer Limits
Robert Duvall,Arrest and Trial
Robert Duvall,The Lieutenant
Robert Duvall,To Kill a Mockingbird
Robert Duvall,Combat!
Robert Duvall,Stoney Burke
Robert Duvall,The Virginian
Robert Duvall,Cain's Hundred
Robert Duvall,The Defenders
Robert Duvall,Route 66
Robert Duvall,The Twilight Zone
Robert Duvall,Naked City
Robert Duvall,Alfred Hitchcock Presents
Robert Duvall,The Oscars
